junction_index,junction_id,event_id,gene_name,num_junctions,n_cells_detected,CountJuncs,total_cluster_count,total_junction_count,psi_global,celltype_psi_variance,n_celltypes_with_total,coverage_rank,variability_rank,selection_score
85979,chr9_67031514_67031950_-,ENSMUSG00000032366.15_atse_6,TPM1,2,62657,2599908,2227994.0,1544518.0,0.6932325670535917,0.14513665131508222,58,0.9858409146950801,0.9915577589451416,1.9773986736402218
85358,chr9_58582526_58623686_+,ENSMUSG00000032336.17_atse_1,NPTN,3,71220,1406128,2081859.0,1070106.0,0.5140146378789342,0.11739635288384091,56,0.9907985412638054,0.9860355858954226,1.976834127159228
64624,chr5_3951734_3954791_+,ENSMUSG00000040407.18_atse_1,AKAP9,3,54600,776674,1421938.0,583998.0,0.41070567071138125,0.20480108245339984,59,0.9790014665230425,0.9977807483160941,1.9767822148391367
85981,chr9_67032026_67032793_-,ENSMUSG00000032366.15_atse_5,TPM1,2,61765,2925655,2377155.0,1651156.0,0.6945933268970681,0.14325837827991475,58,0.9852698791740749,0.9911943727045021,1.976464251878577
85985,chr9_67036128_67043577_-,ENSMUSG00000032366.15_atse_3,TPM1,3,69974,1509456,1936121.0,1007450.0,0.5203445445816661,0.11833536056152263,59,0.990097724942572,0.9861783447756739,1.9762760697182458
16940,chr13_54594042_54598721_-,ENSMUSG00000047547.14_atse_2,CLTB,3,53027,2576735,4246614.0,1581792.0,0.3724831124279249,0.21278991238156683,59,0.9771456010797762,0.9982349811168936,1.97538058219667
40710,chr1_5098133_5117389_+,ENSMUSG00000033793.12_atse_4,ATP6V1H,3,54559,2318694,2693828.0,1739794.0,0.6458445008367275,0.18535063930761816,56,0.9789235980429055,0.996236356793376,1.9751599548362815
58543,chr4_43559717_43562129_-,ENSMUSG00000028465.16_atse_1,TLN1,3,53509,743026,1794731.0,562988.0,0.31368934954597655,0.1902914572746739,58,0.9779048187611125,0.996807392314381,1.9747122110754933
33335,chr18_46780768_46789896_+,ENSMUSG00000024480.9_atse_2,AP3S1,5,66135,2092315,2148679.0,1390079.0,0.6469458676703221,0.11303380711905131,57,0.9880861225390316,0.9851400983738465,1.9732262209128781
45283,chr2_156011406_156015988_+,ENSMUSG00000005881.13_atse_5,ERGIC3,3,50499,4431441,4877872.0,2920353.0,0.598694061672795,0.22975741637173605,59,0.9737453441137918,0.9991564247985153,1.972901768912307
53676,chr3_90089123_90089796_+,ENSMUSG00000027940.18_atse_8,TPM3,2,58542,1383980,3681862.0,1023688.0,0.2780354070847848,0.13220423808352433,57,0.9827391535696209,0.9891243689408589,1.9718635225104797
85364,chr9_58643802_58650508_+,ENSMUSG00000032336.17_atse_2,NPTN,6,54862,2402165,2407916.0,1854716.0,0.7702577664669366,0.15071253447622063,56,0.9792740062035222,0.9924597355067292,1.9717337417102514
27321,chr16_85030365_85056323_-,ENSMUSG00000022892.11_atse_9,APP,5,55107,1466389,3323633.0,797157.0,0.23984507314736614,0.14507250181781664,59,0.9796244143641389,0.9915253137450846,1.9711497281092236
53674,chr3_90087744_90089047_+,ENSMUSG00000027940.18_atse_7,TPM3,2,58744,1580833,5600820.0,1138281.0,0.20323470491820841,0.10834355240301832,58,0.9828819124498722,0.9840174944518708,1.9668994069017431
45426,chr2_157321872_157325710_+,ENSMUSG00000027642.15_atse_2,RPN2,3,47247,3597069,3366238.0,2505339.0,0.7442548625498256,0.18156176727956785,58,0.9688915421852491,0.9959638171128963,1.9648553592981455
87665,chrX_136734501_136739804_-,ENSMUSG00000031422.16_atse_3,MORF4L2,3,56644,2070699,5334723.0,1600363.0,0.2999898963826238,0.10639433666985938,59,0.9812726305270398,0.9835178383709914,1.9647904688980313
61315,chr5_122354476_122360012_+,ENSMUSG00000029462.18_atse_2,VPS29,4,81947,3878175,3620322.0,2614366.0,0.7221363182611933,0.07054359265362797,59,0.9949904611111832,0.9695144900263455,1.9645049511375285
32786,chr18_32377490_32406099_+,ENSMUSG00000024381.16_atse_1,BIN1,2,55819,1847007,1412234.0,1212004.0,0.8582175475169129,0.105811721857042,52,0.9805069238056922,0.983310189090626,1.9638171128963182
59712,chr4_9630952_9635900_-,ENSMUSG00000028207.18_atse_3,ASPH,6,45852,618950,674189.0,471291.0,0.6990487830563833,0.17768087664318385,51,0.9668410055416402,0.9955095843120969,1.9623505898537372
37001,chr19_8839784_8841107_+,ENSMUSG00000071657.12_atse_2,BSCL2,2,55800,1011754,1090667.0,725000.0,0.6647308481873936,0.09908135014159945,57,0.9804550114856008,0.981506235967451,1.961961247453052
55071,chr4_117285511_117285928_-,ENSMUSG00000028677.19_atse_5,RNF220,2,52016,558683,798699.0,408726.0,0.5117397167143066,0.11578269170742918,56,0.9757958807574008,0.9856527325347488,1.9614486132921496
1050,chr10_128821971_128833311_+,ENSMUSG00000078427.3_atse_1,SARNP,5,85288,2743524,2527727.0,1832865.0,0.7251040163751861,0.06377796728218171,57,0.9959638171128963,0.9653095920989448,1.9612734092118411
59717,chr4_9639347_9668780_-,ENSMUSG00000028207.18_atse_1,ASPH,3,46180,367959,391552.0,272173.0,0.6951132927427264,0.15824055680180282,51,0.9674639533827366,0.9933811791883509,1.9608451325710874
80558,chr8_83573323_83573870_-,ENSMUSG00000031708.17_atse_4,TECR,3,61582,6352239,15049875.0,4874517.0,0.32389086288092095,0.08254894080959982,59,0.9851530764538694,0.9756660999571724,1.9608191764110416
14196,chr12_71048574_71060061_+,ENSMUSG00000048118.17_atse_2,ARID4A,2,44052,456979,647252.0,351312.0,0.5427746843578699,0.18001963758886655,56,0.9638560471363866,0.9957496787925194,1.9596057259289061
5444,chr11_109651073_109653778_+,ENSMUSG00000020612.16_atse_2,PRKAR1A,4,88615,2936116,3830388.0,2055865.0,0.5367250001827492,0.05924306150057425,58,0.9964050718336729,0.9615459488923209,1.9579510207259938
67656,chr6_146590036_146595175_+,ENSMUSG00000040242.14_atse_1,FGFR1OP2,3,53311,966161,1277322.0,688712.0,0.5391843247043424,0.09203953215640516,56,0.9775349434804615,0.9794297431637964,1.956964686644258
6302,chr11_120000586_120001073_+,ENSMUSG00000025372.16_atse_2,BAIAP2,6,42636,887814,990076.0,645348.0,0.6518166282184398,0.1782520765501041,58,0.96113065033159,0.9955614966321882,1.9566921469637781
86300,chr9_75521378_75529368_-,ENSMUSG00000058587.9_atse_1,TMOD3,2,41164,464699,954547.0,360308.0,0.3774649126758557,0.21402379135065666,56,0.9581781371263935,0.9983323167170649,1.9565104538434586
78321,chr8_125734349_125736067_+,ENSMUSG00000031851.14_atse_1,NTPCR,3,39724,429304,632554.0,279410.0,0.4417172288848067,0.23000943063992288,54,0.9552061568011628,0.999182380958561,1.9543885377597239
88284,chrX_166384000_166386951_+,ENSMUSG00000031342.17_atse_3,GPM6B,3,43363,961850,3021450.0,691609.0,0.22889970047493752,0.14269239348908133,51,0.9626296185742281,0.9911100151843536,1.9537396337585817
68951,chr6_51524034_51562017_+,ENSMUSG00000038301.15_atse_1,SNX10,8,51320,573229,562395.0,422284.0,0.7508672730020715,0.08629153052524806,52,0.9749263493958704,0.977327294200096,1.9522536435959665
16539,chr13_42709850_42956616_+,ENSMUSG00000054728.17_atse_4,PHACTR1,5,41746,495300,484199.0,373690.0,0.7717694584251517,0.14800515628044525,38,0.9593137191283921,0.9920833711860667,1.9513970903144588
12481,chr12_108683261_108686049_+,ENSMUSG00000021262.15_atse_2,EVL,3,43846,310662,491595.0,237575.0,0.48327383313499933,0.1260229649933724,44,0.9635186170557928,0.9876838020583235,1.9512024191141162
30301,chr17_35900872_35901367_-,ENSMUSG00000024426.17_atse_3,ATAT1,5,39247,349155,399067.0,238702.0,0.5981501853072291,0.18967648081228192,54,0.9543950267997352,0.9967684580743125,1.9511634848740478
61335,chr5_122454304_122455892_-,ENSMUSG00000029467.15_atse_4,ATP2A2,3,47934,1024960,887926.0,782992.0,0.8818212328504853,0.0974555959920198,35,0.9698389420269166,0.9810390250866287,1.9508779671135452
37499,chr1_128103483_128151743_+,ENSMUSG00000056211.13_atse_1,R3HDM1,2,57675,883493,1580550.0,660036.0,0.417598937078865,0.0690745782741419,56,0.9820253591683646,0.9686125134647581,1.9506378726331226
7020,chr11_29718882_29733632_+,ENSMUSG00000020458.16_atse_1,RTN4,7,49591,1294133,1305484.0,953478.0,0.7303636046094781,0.08832057182522338,57,0.972421579951462,0.9779372639611695,1.9503588439126314
76595,chr7_84634409_84679309_-,ENSMUSG00000030629.15_atse_1,ZFAND6,10,49491,531549,1093629.0,395854.0,0.36196370066997124,0.08686343389219851,59,0.9722658429911879,0.9775219654004387,1.9497878083916267
16545,chr13_43057346_43077654_+,ENSMUSG00000054728.17_atse_5,PHACTR1,3,38110,463994,610148.0,344753.0,0.5650317627854226,0.19400606274726526,37,0.9520914175956809,0.9970929100748835,1.9491843276705645
17119,chr13_55507123_55507329_-,ENSMUSG00000021493.15_atse_3,PDLIM7,3,51988,1043805,950536.0,725788.0,0.7635565617714637,0.0774995486902728,56,0.9757439684373094,0.9733300455530609,1.9490740139903702
86933,chr9_98990971_98992100_+,ENSMUSG00000032463.10_atse_1,FAIM,3,46039,411146,890778.0,328127.0,0.3683600178720175,0.0914003809865905,56,0.9671135452221198,0.9792091158034081,1.946322661025528
45284,chr2_156015391_156015988_+,ENSMUSG00000005881.13_atse_5,ERGIC3,3,53435,1383506,4877872.0,1070660.0,0.21949325443554074,0.06894889313465533,59,0.977742592760827,0.9685021997845639,1.9462447925453907
38989,chr1_170143463_170149270_-,ENSMUSG00000026670.15_atse_1,UAP1,4,46553,968293,2316004.0,706222.0,0.3049312522776299,0.08600223585052072,59,0.9679700985036274,0.9772364476399361,1.9452065461435635
42371,chr1_90998893_91068562_+,ENSMUSG00000026305.15_atse_1,LRRFIP1,3,40544,275019,733372.0,207857.0,0.2834264193342533,0.12902658784917334,56,0.9568868181641208,0.98821590333926,1.945102721503381
71927,chr7_127848498_127848750_+,ENSMUSG00000030805.14_atse_6,STX4A,3,39311,319551,1181776.0,243114.0,0.2057191887464291,0.13682211482609108,58,0.9545248075999636,0.9899809222223664,1.94450572982233
62541,chr5_138977227_138979145_-,ENSMUSG00000025856.15_atse_4,PDGFA,3,45988,1073048,840157.0,661803.0,0.7877134868839991,0.08501161475299181,57,0.9670486548220056,0.9767822148391367,1.9438308696611424
72460,chr7_140074100_140082461_-,ENSMUSG00000025468.15_atse_1,CALY,6,52848,1574356,2338825.0,1229700.0,0.5257768323837825,0.06521005906695353,19,0.9769249737193879,0.9661791234604753,1.9431040971798632
33921,chr18_67792014_67794716_+,ENSMUSG00000079614.4_atse_2,SEH1L,2,34337,295008,428143.0,222388.0,0.5194245847765817,0.23466947232564475,55,0.943162498539966,0.9994094973589607,1.9425719958989267
63974,chr5_31245845_31247341_+,ENSMUSG00000029148.15_atse_3,NRBP1,3,56660,1350418,1171553.0,950978.0,0.8117242668492164,0.05678110523617132,56,0.9813050757270969,0.9594564780086434,1.9407615537357403
51318,chr3_136928619_136935028_+,ENSMUSG00000028161.17_atse_5,PPP3CA,3,44660,949821,4202801.0,718652.0,0.1709935826131192,0.08224876581990746,59,0.964894293538214,0.9755363191569439,1.9404306126951578
57459,chr4_152178340_152206763_+,ENSMUSG00000028937.14_atse_2,ACOT7,6,65184,2358683,1869394.0,1656305.0,0.8860117235852902,0.04978722435227481,57,0.9875929554981636,0.9525132051964232,1.9401061606945869
6412,chr11_120598604_120599241_+,ENSMUSG00000025135.12_atse_2,ANAPC11,2,74627,1680213,2360835.0,1126658.0,0.4772286076748269,0.045458966525609004,58,0.9924597355067292,0.9475945128677663,1.9400542483744956
46557,chr2_181502053_181508165_+,ENSMUSG00000000827.18_atse_2,TPD52L2,3,51686,1047994,3637505.0,709506.0,0.1950529277622986,0.06262872412999321,59,0.9753805821966698,0.9643751703373002,1.9397557525339701
71755,chr7_126942342_126944884_+,ENSMUSG00000030685.5_atse_3,KCTD13,2,59300,1880199,1355362.0,1169031.0,0.8625230750161211,0.05282429918468024,54,0.9832972110106031,0.955932929282442,1.939230140293045
42385,chr1_91112297_91120140_+,ENSMUSG00000026305.15_atse_6,LRRFIP1,2,34694,403193,852939.0,276569.0,0.32425413775193773,0.1736105466434452,56,0.9440125627814621,0.9950748186313316,1.9390873814127936
57684,chr4_155301015_155345449_-,ENSMUSG00000029053.16_atse_2,PRKCZ,4,41399,387019,321542.0,257642.0,0.8012701295631675,0.09534558523117295,43,0.9586777932072729,0.980364164925441,1.9390419581327138
7352,chr11_3360586_3370968_-,ENSMUSG00000020451.17_atse_2,LIMK2,3,36694,268346,308669.0,205458.0,0.6656256378191525,0.13458906083855132,52,0.9488014743098906,0.9896175359817269,1.9384190102916175
15933,chr13_20473287_20564423_+,ENSMUSG00000041112.17_atse_4,ELMO1,2,34982,510199,497522.0,381000.0,0.7657952814146912,0.1605660368807766,44,0.9447328462227298,0.9936082955887506,1.9383411418114804
10624,chr11_79243575_79244462_-,ENSMUSG00000017677.11_atse_1,WSB1,7,37786,359888,894187.0,280108.0,0.31325438638674014,0.12026379285066319,55,0.9513841122344361,0.9866066214164276,1.9379907336508637
6413,chr11_120598870_120599241_+,ENSMUSG00000025135.12_atse_2,ANAPC11,2,69555,1730184,2360835.0,1234177.0,0.5227713923251731,0.04545896652560901,58,0.9898251852620923,0.9476074909477892,1.9374326762098815
84665,chr9_47813945_47848166_+,ENSMUSG00000032076.20_atse_2,CADM1,7,50225,1065333,3188515.0,823221.0,0.2581831981345548,0.062161309886686736,56,0.9732132428328553,0.9639988060166379,1.937212048849493
12506,chr12_110485952_110522490_+,ENSMUSG00000017843.14_atse_3,PPP2R5C,2,51310,1650469,1465385.0,1244550.0,0.8492989896853046,0.05979828228718284,59,0.9749133713158475,0.9622337871335315,1.937147158449379
33444,chr18_53216524_53218101_+,ENSMUSG00000034484.8_atse_1,SNX2,3,42203,1208609,1043710.0,875393.0,0.838732023263167,0.08528464155470358,58,0.9601962285699454,0.9769249737193879,1.9371212022893332
22327,chr15_41653661_41797473_+,ENSMUSG00000022307.16_atse_2,OXR1,3,39082,577450,503179.0,417429.0,0.8295835080557813,0.10357500617046915,55,0.9540446186391185,0.9828040439697351,1.9368486626088535
6783,chr11_21354406_21371014_-,ENSMUSG00000001891.16_atse_1,UGP2,2,39129,326954,430633.0,234450.0,0.5444311049083559,0.10293743378205576,55,0.9541873775193698,0.982648307009461,1.9368356845288308
13933,chr12_59137786_59146846_+,ENSMUSG00000021000.17_atse_2,MIA2,6,43158,463205,1406490.0,342155.0,0.24326870436334422,0.07975915505001697,57,0.9622597432935771,0.9744202042749796,1.9366799475685568
18024,chr13_91670464_91675057_+,ENSMUSG00000003992.15_atse_5,SSBP2,2,48909,1243137,1258783.0,901356.0,0.7160535215362775,0.06353525576358733,55,0.9713184431495204,0.9650046072184081,1.9363230503679285
51405,chr3_138965996_139015545_-,ENSMUSG00000028149.12_atse_2,RAP1GDS1,5,40601,513760,622215.0,356657.0,0.5732054032770023,0.09153417018131618,53,0.9569711756842693,0.9792480500434766,1.9362192257277457
83813,chr9_31153499_31157694_-,ENSMUSG00000031996.17_atse_6,APLP2,3,37013,1004246,2037178.0,658853.0,0.32341454698607586,0.11888528912283924,59,0.9494893125511011,0.9863600378959937,1.9358493504470948
16939,chr13_54594042_54597025_-,ENSMUSG00000047547.14_atse_2,CLTB,3,54738,1718232,4246614.0,1337631.0,0.3149876584026709,0.05363808539055205,59,0.979131247323271,0.9566791688837554,1.9358104162070262
19058,chr14_24495449_24495774_+,ENSMUSG00000025290.17_atse_2,RPS24,5,94721,5281063,15119782.0,3989114.0,0.2638340949624803,0.039216211447167484,59,0.9974303401554774,0.9379517994107952,1.9353821395662725
5443,chr11_109650624_109653778_+,ENSMUSG00000020612.16_atse_2,PRKAR1A,4,63184,2149432,3830388.0,1601775.0,0.4181756521793615,0.0467275258190308,58,0.9862043009357195,0.9490999701504159,1.9353042710861355
47962,chr2_32789637_32796015_-,ENSMUSG00000026797.16_atse_4,STXBP1,3,53361,929308,917289.0,675685.0,0.736610817310575,0.05425805415836617,44,0.9776517462006671,0.9573929632850117,1.9350447094856786
16941,chr13_54597079_54598721_-,ENSMUSG00000047547.14_atse_2,CLTB,3,54688,1705338,4246614.0,1327191.0,0.3125292291694041,0.05277929574403825,59,0.9790793350031797,0.9558615498423163,1.934940884845496
51172,chr3_131631815_131642963_+,ENSMUSG00000028032.13_atse_2,PAPSS1,3,45849,779581,610224.0,522109.0,0.8556022050919007,0.06787130984842216,56,0.9668150493815945,0.9678662738634446,1.934681323245039
44175,chr2_130504335_130517730_+,ENSMUSG00000027303.18_atse_2,PTPRA,4,42543,1151880,1360612.0,782389.0,0.5750272671415511,0.07803875528139692,58,0.960961935291293,0.9736415194736091,1.9346034547649023
51102,chr3_127813295_127816909_-,ENSMUSG00000074238.6_atse_3,AP1AR,3,33524,196436,358669.0,146474.0,0.40838210160342825,0.15534130572347093,55,0.9409367578160487,0.9930697052678027,1.9340064630838514
68166,chr6_32893406_32968200_-,ENSMUSG00000053768.13_atse_2,CHCHD3,3,43798,453942,1658853.0,345715.0,0.2084060492400472,0.07096670236925855,58,0.9634277704956329,0.969800007786848,1.933227778282481
19053,chr14_24493493_24495429_+,ENSMUSG00000025290.17_atse_2,RPS24,5,91587,5244949,15119782.0,3920771.0,0.25931399010911665,0.03816481057282146,59,0.9969631292746551,0.93623869284778,1.9332018221224352
4365,chr10_95974078_95989561_+,ENSMUSG00000036499.9_atse_2,EEA1,3,38459,475452,470473.0,327421.0,0.6959400433181075,0.09529459947177064,57,0.9528506352770171,0.9803382087653952,1.9331888440424123
84325,chr9_44085335_44089131_+,ENSMUSG00000032010.15_atse_2,USP2,2,38691,779008,686353.0,550001.0,0.8013383783563268,0.09364873062961682,53,0.9533632694379194,0.979825574604493,1.9331888440424123
60559,chr5_111383110_111386502_+,ENSMUSG00000050017.11_atse_2,PITPNB,3,44061,605098,890538.0,421083.0,0.47284113648154263,0.06989000326403862,57,0.9638820032964324,0.9690732353055689,1.9329552386020012
49345,chr2_71219418_71228599_+,ENSMUSG00000027012.15_atse_2,DYNC1I2,3,34399,451576,506018.0,308157.0,0.6089842653818639,0.13421277319476618,58,0.9432598341401373,0.9895137113415441,1.9327735454816812
82065,chr9_109051453_109055977_+,ENSMUSG00000025647.16_atse_5,SHISA5,4,50074,5669640,5560258.0,4115726.0,0.7402041416063787,0.05696491024223478,57,0.972992615472467,0.9596381711289632,1.9326307866014303
66962,chr6_124818031_124818474_-,ENSMUSG00000038429.10_atse_3,USP5,2,33131,240417,467722.0,166008.0,0.35492878248190163,0.15099353546286456,55,0.9398985114142214,0.9925311149468548,1.9324296263610763
28771,chr17_25717581_25718666_+,ENSMUSG00000025739.13_atse_2,GNG13,2,49544,647413,635881.0,508308.0,0.799375983871196,0.056968479737077575,28,0.9723437114713249,0.9596576382489974,1.9320013497203223
5892,chr11_116293313_116293971_-,ENSMUSG00000020792.15_atse_2,EXOC7,3,38484,334877,798598.0,231240.0,0.2895574494301263,0.09054900639644524,57,0.9529155256771313,0.9788716857228141,1.9317872113999455
18545,chr14_120389163_120396450_+,ENSMUSG00000022139.17_atse_3,MBNL2,3,43128,744613,881949.0,514177.0,0.5830008311138173,0.06995766835445916,57,0.962194852893463,0.9691381257056831,1.931332978599146
44846,chr2_151502460_151503013_+,ENSMUSG00000027455.16_atse_4,NSFL1C,3,60769,1628595,3177569.0,1102155.0,0.34685478112355705,0.044859259178217335,57,0.9845106614927388,0.9467509376662816,1.9312615991590203
73317,chr7_19287510_19293075_+,ENSMUSG00000030401.16_atse_1,RTN2,2,30969,182808,307753.0,134840.0,0.4381435761795986,0.21023954771803288,42,0.9330979974822525,0.998118178396688,1.9312161758789406
9251,chr11_67596699_67603107_+,ENSMUSG00000033066.16_atse_1,GAS7,8,33215,278086,391362.0,216933.0,0.5543026660738651,0.13793687139078373,46,0.9401321168546325,0.9902404838228233,1.9303726006774558
52566,chr3_55463095_55477804_+,ENSMUSG00000027797.15_atse_2,DCLK1,2,32737,285964,395108.0,210425.0,0.5325759032973263,0.14205528222980335,33,0.93870452805212,0.9909802343841252,1.9296847624362452
71395,chr7_122600830_122627655_+,ENSMUSG00000052889.11_atse_1,PRKCB,2,45254,639847,631779.0,479271.0,0.7586054617200002,0.06135014787904599,32,0.9658287152998586,0.9634083033755986,1.9292370186754573
41895,chr1_82735507_82750519_+,ENSMUSG00000026150.14_atse_3,MFF,9,55386,1351930,5656323.0,936757.0,0.16561235983164327,0.04668164846982076,59,0.97994886636471,0.9490350797503018,1.9289839461150118
88485,chrX_20852028_20852595_+,ENSMUSG00000001127.12_atse_6,ARAF,2,30600,351323,692155.0,264088.0,0.38154459622483405,0.1940030911679864,57,0.931826145640014,0.9970734429548492,1.9288995885948632
85363,chr9_58643802_58650496_+,ENSMUSG00000032336.17_atse_2,NPTN,6,33034,679249,2407916.0,509769.0,0.21170547477569815,0.1327967123844651,56,0.9395740594136504,0.9892541497410873,1.9288282091547377
64297,chr5_34628513_34630469_+,ENSMUSG00000029106.14_atse_6,ADD1,6,37540,308123,331251.0,217527.0,0.6566833005787153,0.0874850251433306,55,0.9508714780735338,0.9777036585207585,1.9285751365942922
73323,chr7_19348616_19350160_+,ENSMUSG00000003549.9_atse_2,ERCC1,4,56194,1415455,1035354.0,938880.0,0.9068202759635835,0.04548464292073574,56,0.9808832881263546,0.9476723813479034,1.928555669474258
87753,chrX_140542156_140542510_-,ENSMUSG00000031431.13_atse_3,TSC22D3,10,31676,205556,241174.0,152226.0,0.6311874414323269,0.15353904265000717,53,0.9355768107666151,0.9928620559874373,1.9284388667540524
76597,chr7_84634409_84689745_-,ENSMUSG00000030629.15_atse_1,ZFAND6,10,33772,844776,1093629.0,559364.0,0.5114750980451324,0.11947642959306855,59,0.9416894864573735,0.9864898186962221,1.9281793051535956
57201,chr4_149265362_149266251_-,ENSMUSG00000063077.15_atse_1,KIF1B,3,36402,211923,269493.0,167539.0,0.6216821958269788,0.0939306887377143,51,0.9481006579886572,0.97994886636471,1.928049524353367
44845,chr2_151500789_151503013_+,ENSMUSG00000027455.16_atse_4,NSFL1C,3,30735,1537620,3177569.0,1024802.0,0.32251132862889836,0.17111585339680313,57,0.932273889400802,0.9947828118308177,1.9270567012316198
45282,chr2_156011406_156015376_+,ENSMUSG00000005881.13_atse_5,ERGIC3,3,53340,1146393,4877872.0,886859.0,0.18181268389166425,0.047023425307400245,59,0.9775998338805757,0.9492946413507586,1.9268944752313342
52564,chr3_55462082_55463000_+,ENSMUSG00000027797.15_atse_1,DCLK1,2,36188,593970,499033.0,373174.0,0.7477942340486501,0.08952797632267268,32,0.9475166443876293,0.978469365242106,1.9259860096297352
85359,chr9_58619010_58623686_+,ENSMUSG00000032336.17_atse_1,NPTN,3,46599,910646,2081859.0,687632.0,0.33029710465502227,0.054611437426696156,56,0.9681128573838786,0.9576135906454,1.9257264480292786
44955,chr2_152700268_152704621_+,ENSMUSG00000019188.16_atse_3,H13,3,39572,3332855,2891692.0,2195378.0,0.7592018790382932,0.07212133426296354,59,0.9548622376805576,0.97053975834815,1.9254019960287074
44844,chr2_151500789_151502454_+,ENSMUSG00000027455.16_atse_4,NSFL1C,3,60547,1556311,3177569.0,1050612.0,0.3306338902475446,0.04075564581297731,57,0.984374391652499,0.9408848454959573,1.9252592371484563
2522,chr10_68135106_68186025_-,ENSMUSG00000019947.10_atse_2,ARID5B,2,33218,517741,929347.0,373410.0,0.4017982518908438,0.11293476669757785,57,0.940171051094701,0.9850816970137438,1.925252748108445
73149,chr7_16831138_16831464_+,ENSMUSG00000030374.15_atse_3,STRN4,2,31313,191897,224306.0,138116.0,0.6157481297869875,0.14174003006449745,55,0.9343633602844795,0.9908374755038739,1.9252008357883534
44531,chr2_140400978_140452578_+,ENSMUSG00000068205.14_atse_1,MACROD2,2,45718,493972,568139.0,385907.0,0.6792475080922098,0.05557449228454625,52,0.9666722905013432,0.9584961000869532,1.9251683905882964
74742,chr7_4133738_4133865_+,ENSMUSG00000030428.16_atse_3,TTYH1,2,38165,382932,325453.0,264440.0,0.8125289980427282,0.07646384370496002,35,0.9522536435959664,0.972713586751976,1.9249672303479424
65778,chr5_92058070_92064324_-,ENSMUSG00000029405.16_atse_2,G3BP2,3,32095,1088576,1689086.0,719818.0,0.42615828915756804,0.12727145070036378,56,0.9369459982090249,0.9878395390185976,1.9247855372276224
15403,chr13_101690583_101701446_-,ENSMUSG00000041417.15_atse_1,PIK3R1,4,32588,864521,1013322.0,614530.0,0.6064508616214787,0.11894192733407823,58,0.9382827404513776,0.9863859940560393,1.924668734507417
82068,chr9_109055007_109055977_+,ENSMUSG00000025647.16_atse_5,SHISA5,4,51114,779611,5560258.0,538039.0,0.09676511413679005,0.047377199174120664,57,0.9746408316353679,0.9497229179915123,1.9243637496268802
33995,chr18_69593584_69633576_+,ENSMUSG00000053477.17_atse_7,TCF4,3,46923,1724625,1697579.0,1115610.0,0.657177073938827,0.052649088721984094,55,0.9684762436245182,0.9557447471221108,1.924220990746629
60184,chr5_107842300_107868790_-,ENSMUSG00000011831.16_atse_1,EVI5,10,34431,367182,398850.0,257276.0,0.6450445029459697,0.09664398961773939,57,0.943331213580263,0.9808054196462176,1.9241366332264804
28566,chr17_24850668_24852730_+,ENSMUSG00000024158.17_atse_2,HAGH,4,71947,2555885,1869150.0,1689631.0,0.9039568787951743,0.03616245191705481,58,0.9912138398245364,0.9327346112416129,1.9239484510661493
